Taxable status,State/ Territory1,Postcode,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Tax withheld from salary or wages
no.","Tax withheld from salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$"
Taxable,SA,5138,132,132,"8,996,123",132,"1,916,266",123,"167,363",3,"5,469",123,"172,832",132,"2,036,153",7,"31,664",112,"6,970,764",109,"1,703,682",15,"59,007",2,"39,115",1,"15,390",9,"55,521",1,"10,935",1,"8,370",1,"44,635",87,"43,821",10,"2,979",29,"280,798",29,"117,374",132,"9,344,691"
Taxable,SA,5139,102,102,"7,808,548",102,"1,807,193",99,"151,159",2,"7,565",99,"158,724",102,"1,926,269",3,"17,483",80,"5,672,350",79,"1,446,075",16,"83,587",1,"47,394",1,"3,730",1,678,1,"22,770",1,683,2,"65,628",70,"113,038",7,286,12,"44,672",12,"19,139",102,"8,159,239"
Taxable,SA,5140,214,214,"18,668,312",214,"4,608,737",207,"366,692",2,"1,281",207,"366,203",214,"4,796,731",28,"133,241",183,"14,440,322",181,"3,957,900",28,"83,401",4,"178,163",3,"269,430",2,"6,253",4,"33,218",2,"20,422",9,"378,617",110,"67,387",23,"33,236",52,"543,995",52,"222,975",214,"19,371,577"
Taxable,SA,5141,346,346,"26,736,928",346,"6,233,387",328,"517,851",6,"10,443",328,"528,294",346,"6,492,289",26,"102,058",302,"21,183,175",297,"5,623,096",63,"282,744",7,"186,678",2,"121,322",8,"32,530",5,"45,207",4,"44,053",9,"379,725",212,"276,081",35,"31,698",74,"417,874",74,"177,493",346,"28,055,776"
Taxable,SA,5142,321,321,"24,107,291",321,"5,611,116",305,"460,851",10,"22,390",305,"483,241",321,"5,774,909",15,"79,601",234,"16,003,505",230,"4,177,817",43,"95,992",4,"66,998",3,"148,448",1,"11,107",16,"125,365",4,"37,776",16,"771,969",216,"694,827",37,"85,204",96,"511,739",96,"217,592",321,"25,217,331"
Taxable,SA,5144,195,195,"16,860,815",195,"4,244,147",184,"323,492",4,"4,663",184,"328,154",195,"4,461,111",10,"40,002",149,"11,351,860",144,"3,106,115",33,"157,682",3,"37,655",4,"14,467",4,"27,040",4,"14,635",4,"43,294",10,"387,504",122,"194,366",19,"17,480",49,"453,861",49,"187,416",195,"17,698,214"
Taxable,SA,5150,34,34,"4,319,115",34,"1,341,776",34,"85,601",1,"2,099",34,"87,700",34,"1,394,433",0,0,29,"2,755,649",29,"808,922",5,"28,338",2,"4,055",0,0,0,0,0,0,1,"47,137",0,0,21,"25,704",2,91,9,"46,998",9,"18,957",34,"4,401,244"
Taxable,SA,5151,202,202,"18,441,948",202,"4,788,220",196,"357,180",5,"4,694",196,"361,874",202,"5,066,837",13,"63,142",159,"11,445,084",158,"3,060,723",33,"143,325",0,0,0,0,4,"12,417",3,"23,869",1,"5,987",7,"264,946",133,"146,417",27,"71,903",64,"1,172,908",64,"476,286",202,"19,317,600"
Taxable,SA,5152,"3,226","3,226","334,105,092","3,226","92,355,854","3,062","6,504,990",83,"123,426","3,063","6,626,178","3,226","96,229,995",202,"990,866","2,464","204,665,807","2,411","59,080,833",477,"2,607,853",50,"1,495,100",45,"1,101,118",80,"326,322",77,"618,722",31,"427,303",175,"8,744,965","2,083","3,155,290",421,"353,219",965,"21,563,977",962,"8,853,511","3,226","349,287,472"
Taxable,SA,5153,"3,116","3,116","254,306,039","3,115","62,370,463","2,946","4,911,407",77,"132,667","2,946","5,037,285","3,116","65,200,188",153,"618,520","2,484","177,159,393","2,457","46,807,742",501,"1,645,636",43,"742,728",39,"1,354,014",89,"414,923",54,"478,842",39,"652,153",89,"4,925,729","1,887","2,354,237",295,"297,501",711,"11,195,336",709,"4,604,315","3,116","265,417,376"
Taxable,SA,5154,"1,756","1,756","176,714,860","1,755","48,477,369","1,661","3,416,657",32,"34,708","1,661","3,451,257","1,756","50,392,915",95,"429,195","1,370","114,752,397","1,340","33,471,229",258,"1,176,346",30,"885,751",29,"1,461,301",26,"128,472",42,"370,687",22,"316,872",100,"4,913,512","1,146","1,454,049",235,"120,521",537,"6,746,127",537,"2,750,181","1,756","184,411,119"
Taxable,SA,5155,"1,917","1,917","138,783,787","1,916","31,080,881","1,820","2,671,123",33,"37,885","1,820","2,708,999","1,917","32,359,555",152,"583,728","1,620","110,196,349","1,603","28,212,544",313,"996,966",25,"483,642",28,"503,766",71,"333,719",47,"349,666",18,"192,240",64,"2,895,377","1,160","969,255",145,"103,150",388,"1,839,953",387,"763,913","1,917","144,062,181"
Taxable,SA,5156,480,480,"38,263,471",480,"9,090,908",445,"735,266",11,"15,891",445,"750,429",480,"9,433,760",30,"125,123",396,"31,053,942",395,"8,561,971",82,"318,726",9,"99,027",9,"310,561",21,"91,676",12,"96,541",4,"27,837",32,"1,660,571",278,"298,526",44,"13,427",114,"637,491",114,"271,630",480,"39,657,791"
Taxable,SA,5157,"1,489","1,489","108,063,428","1,489","24,187,177","1,408","2,080,163",29,"36,780","1,408","2,116,929","1,489","25,320,738",57,"240,213","1,198","79,439,680","1,180","20,319,167",248,"850,534",21,"247,411",16,"273,562",44,"203,410",30,"234,086",18,"248,412",49,"2,327,283",916,"1,182,647",167,"110,882",364,"2,725,158",363,"1,130,046","1,489","112,811,284"
Taxable,SA,5158,"12,295","12,295","782,255,618","12,292","157,356,553","11,606","14,858,431",230,"253,391","11,606","15,110,723","12,295","166,320,029",614,"2,461,203","11,078","694,404,705","11,033","166,611,368","2,443","7,448,994",200,"3,282,169",268,"3,408,623",507,"2,302,824",280,"2,242,594",150,"1,567,038",309,"12,486,172","6,976","4,018,873",607,"199,747","1,745","6,083,847","1,737","2,494,845","12,295","813,463,404"
Taxable,SA,5159,"15,982","15,982","1,053,420,711","15,981","218,858,603","15,074","20,077,781",302,"361,545","15,075","20,434,833","15,982","230,303,278",865,"3,263,615","14,123","895,797,087","14,037","217,614,503","2,974","8,336,547",235,"4,246,187",249,"3,562,837",625,"2,715,918",474,"3,688,478",160,"2,136,670",570,"24,903,888","9,298","6,032,528","1,079","290,090","2,698","15,933,008","2,688","6,607,000","15,982","1,093,413,128"
Taxable,SA,5160,105,105,"7,674,355",105,"1,710,386",101,"149,817",2,"2,903",101,"152,720",105,"1,819,391",6,"24,061",73,"4,260,141",71,"996,820",9,"53,624",0,0,0,0,3,"18,147",1,"10,265",0,0,1,"31,094",60,"66,322",8,840,17,"362,438",16,"146,457",105,"8,067,958"
Taxable,SA,5161,"4,367","4,367","249,794,855","4,367","46,007,245","4,077","4,669,927",46,"53,913","4,077","4,723,839","4,367","48,734,762",219,"792,715","3,981","227,207,411","3,968","51,054,424",899,"1,952,933",72,"1,006,109",84,"450,383",273,"1,201,046",148,"1,330,639",47,"370,075",108,"4,052,659","2,311","984,421",186,"29,978",506,"1,677,180",505,"697,000","4,366","259,177,662"
Taxable,SA,5162,"14,662","14,662","834,370,003","14,661","153,290,294","13,678","15,592,109",197,"234,622","13,680","15,825,962","14,662","162,445,959",589,"2,175,561","13,430","759,015,899","13,386","169,010,623","3,078","6,845,913",237,"2,811,680",315,"2,537,213","1,003","4,700,502",440,"3,650,784",113,"870,272",326,"12,516,678","7,504","3,136,428",544,"146,165","1,623","4,665,486","1,615","1,910,836","14,662","867,313,757"
Taxable,SA,5163,"5,232","5,232","286,797,187","5,232","51,368,302","4,818","5,272,468",54,"66,652","4,818","5,337,607","5,232","54,132,216",180,"614,875","4,739","255,619,082","4,720","55,718,518","1,076","2,206,733",88,"1,069,863",132,"900,524",469,"2,362,461",171,"1,567,563",43,"406,776",100,"3,925,069","2,546","1,199,030",215,"142,612",521,"1,760,566",520,"736,595","5,232","298,456,008"
Taxable,SA,5164,"1,458","1,458","73,968,360","1,458","12,313,235","1,295","1,316,598",23,"28,303","1,295","1,344,901","1,458","12,980,717",44,"173,949","1,370","68,344,921","1,362","14,272,889",309,"567,640",33,"430,926",39,"352,319",197,"1,127,358",50,"471,020",12,"50,006",30,"1,127,345",634,"249,713",21,"1,594",95,"254,431",94,"108,913","1,458","76,711,235"
Taxable,SA,5165,"2,101","2,101","119,690,774","2,101","22,200,104","1,896","2,177,124",29,"39,117","1,896","2,216,045","2,101","23,222,478",87,"307,693","1,864","103,997,644","1,856","23,686,829",440,"961,184",34,"472,252",49,"286,926",210,"1,002,555",93,"842,731",14,"153,155",54,"1,973,791","1,018","614,812",77,"44,573",180,"794,978",179,"348,471","2,101","124,274,709"
Taxable,SA,5166,694,694,"38,295,860",694,"6,843,363",642,"708,944",14,"13,934",642,"722,877",694,"7,215,190",35,"119,714",615,"33,210,296",615,"7,304,413",132,"227,897",15,"127,890",15,"310,534",71,"389,762",23,"243,531",9,"84,852",13,"460,292",333,"111,819",18,"1,750",76,"582,746",76,"233,268",694,"39,830,359"
Taxable,SA,5167,"2,673","2,673","166,488,873","2,673","33,097,891","2,494","3,125,379",55,"67,557","2,494","3,192,815","2,673","34,893,910",128,"454,831","2,361","144,151,996","2,351","34,472,385",527,"1,353,213",57,"753,790",42,"372,400",161,"863,989",90,"783,180",24,"261,539",72,"3,028,131","1,379","865,452",115,"43,890",337,"1,424,240",336,"583,146","2,673","173,229,683"
Taxable,SA,5168,"2,191","2,191","125,119,073","2,191","23,112,876","2,050","2,331,495",43,"51,751","2,050","2,383,246","2,191","24,506,774",90,"316,359","1,984","111,936,981","1,975","25,177,144",438,"1,095,912",43,"558,396",52,"347,561",178,"901,272",55,"420,814",18,"169,624",35,"1,177,646","1,024","427,521",60,"22,761",209,"912,186",209,"377,215","2,191","130,177,165"
Taxable,SA,5169,"7,926","7,926","472,644,384","7,925","90,805,922","7,367","8,882,623",159,"187,237","7,369","9,069,860","7,926","96,708,764",347,"1,268,168","7,241","430,213,326","7,216","99,438,599","1,685","3,833,953",129,"1,457,638",167,"1,024,133",471,"2,077,621",199,"1,667,997",74,"632,867",141,"5,441,886","4,091","1,840,417",214,"586,993",723,"2,680,378",721,"1,086,886","7,926","491,594,540"
Taxable,SA,5170,519,519,"30,749,916",519,"5,907,347",475,"566,858",12,"12,021",475,"578,721",519,"6,277,933",23,"81,584",446,"26,193,898",445,"6,216,941",101,"298,635",12,"112,664",9,"95,427",37,"215,498",13,"130,535",6,"58,653",9,"352,316",273,"136,058",22,"4,394",61,"483,990",61,"205,584",519,"32,091,783"
Taxable,SA,5171,"2,771","2,771","188,579,113","2,771","40,626,023","2,577","3,575,723",58,"82,813","2,577","3,653,013","2,771","42,316,058",111,"435,477","2,188","137,154,926","2,166","33,395,202",412,"1,286,865",29,"412,386",34,"485,230",108,"497,562",82,"819,220",26,"384,582",96,"4,055,878","1,593","1,737,628",215,"99,158",519,"5,383,897",518,"2,223,517","2,771","196,854,934"
Taxable,SA,5172,"1,890","1,890","128,229,716","1,890","27,536,552","1,747","2,429,469",70,"99,026","1,749","2,528,495","1,890","28,753,168",66,"269,951","1,493","92,943,321","1,463","22,858,316",306,"988,148",33,"488,461",26,"497,473",71,"351,447",44,"354,886",21,"221,302",65,"2,903,460","1,150","1,379,885",172,"118,667",433,"4,191,301",433,"1,746,455","1,890","134,372,189"
Taxable,SA,5173,"5,094","5,094","300,132,682","5,092","57,511,708","4,616","5,485,585",85,"102,311","4,616","5,587,394","5,094","59,948,149",204,"700,402","4,466","251,415,076","4,438","56,936,244","1,065","2,973,590",84,"1,155,665",106,"1,549,627",396,"1,877,312",166,"1,540,615",56,"740,267",110,"4,184,370","2,496","1,422,600",205,"99,971",508,"4,478,180",507,"1,846,606","5,094","313,191,926"
Taxable,SA,5174,"1,169","1,169","71,600,468","1,169","14,540,763","1,078","1,339,909",21,"24,048","1,078","1,363,957","1,169","15,295,317",47,"161,274",999,"57,432,852",993,"13,199,935",254,"769,052",18,"238,426",16,"160,986",83,"393,488",34,"316,881",10,"51,799",27,"1,069,773",571,"295,693",47,"16,363",114,"906,617",114,"372,235","1,169","74,737,155"
Taxable,SA,5201,999,999,"76,201,821",999,"18,512,004",944,"1,461,652",27,"35,603",944,"1,497,255",999,"19,435,265",48,"179,892",837,"52,428,102",831,"12,728,964",184,"532,530",13,"163,127",11,"163,544",41,"170,649",17,"132,518",11,"107,025",24,"1,012,875",586,"715,552",82,"10,210",174,"1,268,271",174,"523,838",999,"80,352,437"
Taxable,SA,5202,396,396,"24,098,716",395,"4,776,775",360,"455,160",7,"10,873",361,"466,033",396,"5,061,196",13,"52,888",309,"18,677,407",306,"4,419,492",60,"243,356",3,"17,189",5,"24,921",14,"48,423",9,"91,340",4,"27,746",8,"280,898",215,"164,292",31,"6,283",61,"342,125",59,"140,965",396,"25,039,971"
Taxable,SA,5203,456,456,"25,841,847",456,"4,830,323",416,"464,842",6,"7,685",416,"472,240",456,"4,934,420",8,"38,993",343,"18,474,817",341,"4,167,630",86,"174,111",7,"100,838",4,"31,521",25,"132,210",16,"154,670",2,"63,002",17,"691,200",274,"576,198",44,"37,481",90,"1,018,577",90,"415,857",456,"27,169,672"
Taxable,SA,5204,943,943,"54,297,355",943,"10,414,351",844,"983,341",11,"22,688",844,"1,006,010",943,"10,480,627",18,"68,291",714,"37,733,844",702,"8,312,231",155,"488,201",10,"102,569",9,"36,505",64,"301,045",51,"502,009",7,"107,847",65,"2,942,870",564,"772,216",92,"68,807",178,"1,911,487",178,"799,723",943,"57,058,073"
Taxable,SA,5210,811,811,"52,911,116",811,"11,136,396",753,"996,122",19,"22,098",753,"1,018,221",811,"11,604,264",23,"82,620",674,"41,334,426",669,"9,810,709",149,"290,885",8,"84,601",12,"68,422",36,"160,533",18,"145,274",6,"105,219",21,"812,735",440,"353,232",62,"37,061",129,"2,069,216",129,"867,689",811,"55,050,083"
Taxable,SA,5211,"5,047","5,047","302,299,326","5,044","59,789,595","4,503","5,467,357",98,"123,671","4,505","5,589,283","5,047","60,798,019",153,"597,285","3,728","200,563,955","3,680","45,152,662",988,"1,889,112",70,"974,996",61,"778,381",352,"1,684,320",323,"2,837,804",66,"781,783",360,"15,182,039","3,051","4,497,072",489,"464,296","1,057","14,627,744","1,055","6,175,675","5,047","316,871,150"
Taxable,SA,5212,734,734,"42,444,034",734,"8,155,536",648,"764,292",12,"16,110",648,"780,402",734,"8,260,544",22,"100,858",526,"27,807,012",516,"6,338,849",125,"204,209",4,"5,966",6,"69,495",60,"266,699",60,"515,284",6,"64,535",64,"2,743,742",463,"560,797",77,"67,302",159,"1,953,601",159,"830,646",734,"44,683,954"
Taxable,SA,5213,490,490,"35,928,373",490,"8,608,082",442,"675,534",10,"10,677",443,"686,211",490,"8,917,843",16,"69,206",372,"22,140,768",366,"5,414,365",100,"292,242",9,"134,211",9,"207,735",27,"127,409",16,"122,091",6,"63,741",24,"1,123,571",315,"355,312",57,"51,954",116,"921,319",116,"387,812",490,"37,447,537"
Taxable,SA,5214,"2,605","2,605","151,524,794","2,605","29,049,851","2,327","2,719,656",36,"55,509","2,327","2,775,165","2,605","29,308,268",59,"237,472","1,961","104,259,760","1,936","23,505,665",534,"1,102,446",30,"429,909",32,"689,736",205,"1,021,190",166,"1,505,876",36,"411,481",193,"7,797,449","1,553","1,988,725",221,"184,921",484,"4,778,252",483,"2,000,886","2,605","158,421,091"
Taxable,SA,5220,194,194,"10,464,055",194,"1,880,997",174,"191,193",10,"12,002",174,"203,196",194,"1,850,279",7,"34,464",145,"6,380,277",142,"1,326,725",28,"86,851",0,0,1,"7,737",7,"21,466",3,"32,425",2,"5,626",4,"168,288",107,"66,772",28,"4,932",46,"271,218",46,"108,847",194,"11,064,221"
Taxable,SA,5221,115,115,"5,843,629",115,"988,591",102,"103,529",1,945,102,"104,474",115,"964,426",2,"8,051",88,"3,705,488",87,"745,624",19,"63,901",2,"5,003",1,246,10,"54,027",6,"47,758",0,0,9,"384,778",72,"63,493",12,"6,751",21,"131,385",21,"56,284",115,"6,066,217"
Taxable,SA,5222,253,253,"15,211,974",253,"3,015,358",230,"278,068",3,"3,189",230,"281,258",253,"3,092,074",5,"28,337",179,"8,277,468",177,"1,784,012",60,"156,461",1,"30,852",3,"42,947",16,"82,626",11,"79,486",1,"34,245",9,"445,186",144,"171,398",24,"29,057",66,"1,648,388",66,"702,488",253,"15,919,721"
Taxable,SA,5223,"1,549","1,549","85,826,877","1,549","15,882,161","1,392","1,579,090",41,"66,687","1,392","1,645,550","1,549","16,237,352",54,"202,586","1,195","57,274,945","1,185","12,432,954",201,"597,510",10,"118,299",10,"191,823",99,"457,367",37,"403,952",15,"184,319",28,"1,129,220",908,"975,729",119,"46,841",284,"1,991,694",284,"803,685","1,549","89,560,033"
Taxable,SA,5231,570,570,"45,254,284",570,"11,070,333",527,"858,161",12,"15,587",527,"873,744",570,"11,491,474",21,"103,834",477,"31,867,360",472,"8,073,471",108,"228,278",10,"393,418",10,"648,025",15,"66,198",6,"62,439",3,"27,116",13,"560,569",344,"250,848",43,"4,683",107,"1,323,728",107,"560,066",570,"47,125,601"
Taxable,SA,5232,198,198,"14,585,082",198,"3,317,864",180,"275,351",5,"6,309",180,"281,660",198,"3,491,939",3,"9,183",175,"12,162,396",170,"3,135,724",38,"103,716",5,"134,330",2,"71,637",3,"13,616",3,"22,354",3,"23,732",8,"259,302",119,"113,337",22,"3,174",42,"98,871",42,"41,851",198,"15,133,504"
Taxable,SA,5233,641,641,"47,296,444",641,"10,787,033",606,"902,740",19,"27,511",606,"930,251",641,"11,242,134",24,"88,924",539,"33,783,812",528,"8,144,025",115,"329,377",10,"125,563",8,"196,849",13,"46,438",8,"97,284",13,"187,344",18,"794,105",394,"459,494",64,"382,157",144,"1,302,170",143,"527,289",641,"49,225,837"
Taxable,SA,5234,655,655,"44,626,908",655,"9,557,442",616,"835,964",17,"27,057",616,"863,020",655,"9,851,633",19,"73,203",556,"35,599,799",549,"8,629,881",108,"318,573",11,"179,702",13,"173,799",20,"82,360",11,"134,046",6,"90,080",20,"722,310",382,"389,241",63,"25,004",130,"582,271",130,"242,169",655,"46,488,942"
Taxable,SA,5235,997,997,"62,656,828",997,"12,628,469",929,"1,182,157",18,"19,845",929,"1,202,001",997,"13,261,862",25,"102,234",819,"49,424,624",812,"11,835,328",168,"508,108",14,"245,547",16,"213,847",54,"252,025",36,"358,764",16,"116,359",37,"1,643,672",599,"552,759",118,"57,446",220,"2,387,212",220,"979,770",997,"65,802,020"
Taxable,SA,5236,116,116,"8,044,672",116,"1,770,731",108,"154,180",3,"4,715",108,"158,896",116,"1,869,373",0,0,107,"7,248,444",106,"1,800,568",18,"72,339",3,"62,394",1,"41,934",9,"24,110",0,0,1,264,1,"24,325",70,"74,716",5,56,14,"18,272",14,"7,806",116,"8,377,279"
Taxable,SA,5237,142,142,"8,352,214",142,"1,588,273",133,"156,378",2,"3,030",133,"159,407",142,"1,547,813",5,"18,237",113,"6,059,188",110,"1,335,958",26,"28,019",2,"30,862",1,947,7,"41,390",6,"58,642",3,"38,323",3,"110,804",80,"94,975",14,"2,209",19,"71,589",19,"30,677",142,"8,844,694"
Taxable,SA,5238,"1,345","1,345","76,471,814","1,345","14,297,434","1,207","1,404,516",21,"28,828","1,207","1,433,224","1,345","14,724,421",31,"111,522","1,118","58,463,712","1,103","12,972,263",241,"773,505",15,"225,264",26,"245,825",78,"437,697",58,"553,159",16,"231,816",40,"1,568,767",801,"1,009,171",139,"42,075",225,"1,279,957",225,"527,331","1,345","80,016,087"
Taxable,SA,5240,228,228,"15,808,091",228,"3,539,725",214,"303,974",9,"29,216",214,"333,190",228,"3,778,001",3,"17,574",188,"11,805,913",185,"2,817,815",33,"55,686",3,"59,969",1,67,7,"27,931",4,"23,752",1,"17,108",7,"220,298",136,"89,361",25,"11,252",52,"520,126",52,"219,930",228,"16,465,374"
Taxable,SA,5241,"1,179","1,179","78,904,999","1,179","16,862,642","1,084","1,472,800",25,"27,302","1,084","1,500,102","1,179","17,875,523",54,"217,565","1,033","62,256,381","1,023","14,499,014",249,"537,539",13,"111,124",10,"42,118",51,"235,579",33,"320,140",5,"65,281",27,"1,183,965",674,"430,044",71,"16,043",175,"1,678,674",174,"685,738","1,179","82,157,342"
Taxable,SA,5242,805,805,"66,622,435",805,"16,483,098",758,"1,286,201",18,"22,164",758,"1,308,365",805,"17,301,759",50,"199,598",672,"47,473,388",667,"12,441,519",149,"529,281",10,"217,416",8,"97,994",27,"122,837",18,"167,397",5,"25,610",25,"1,031,102",495,"372,968",67,"28,275",167,"1,582,192",167,"635,873",805,"69,337,958"
Taxable,SA,5243,457,457,"36,756,428",457,"8,792,268",430,"705,687",13,"13,140",430,"718,611",457,"9,234,929",23,"107,032",350,"24,047,804",343,"6,310,919",58,"146,051",6,"197,166",6,"188,073",12,"45,957",13,"96,637",5,"31,638",15,"711,206",282,"390,372",54,"59,183",122,"1,624,505",122,"682,333",457,"38,433,380"
Taxable,SA,5244,"1,901","1,901","131,221,742","1,899","28,611,630","1,727","2,430,786",39,"54,125","1,728","2,482,497","1,901","30,104,627",89,"352,698","1,624","104,794,491","1,605","25,808,216",395,"1,241,601",22,"351,993",26,"311,328",65,"243,076",34,"260,845",22,"167,891",57,"2,325,410","1,166","1,019,462",152,"175,950",356,"3,604,168",355,"1,495,408","1,901","137,103,073"
Taxable,SA,5245,"1,406","1,406","109,475,038","1,406","25,841,124","1,328","2,093,534",28,"43,058","1,328","2,136,582","1,406","26,550,891",43,"199,124","1,082","73,774,996","1,069","18,959,507",188,"767,706",21,"297,928",17,"145,726",35,"148,958",46,"476,836",26,"410,969",60,"2,750,599",889,"1,260,724",148,"163,934",346,"4,088,705",344,"1,682,999","1,406","114,447,748"
Taxable,SA,5250,"1,791","1,791","130,148,208","1,790","29,049,443","1,696","2,495,482",41,"45,676","1,696","2,541,137","1,791","30,842,656",94,"366,101","1,550","105,215,906","1,535","26,395,339",316,"974,765",23,"416,429",23,"560,721",62,"264,777",34,"275,014",25,"190,090",55,"2,109,500","1,042","785,233",131,"106,674",319,"3,649,081",319,"1,457,996","1,791","135,707,247"
